mode,seed,method,episode,scope,version,x,action,reward,certified,wrong_certificate,phase,live_hypotheses
novel_inputs,6,stateless,139,public-system-3,v1,0,0,0,0,0,early,0
novel_inputs,6,stateless,140,public-system-3,v1,0,0,0,0,0,early,0
novel_inputs,6,stateless,141,public-system-3,v1,0,0,0,0,0,early,0
novel_inputs,6,stateless,142,public-system-3,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,143,public-system-3,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,144,public-system-0,v1,0,0,0,0,0,early,0
novel_inputs,6,stateless,145,public-system-0,v1,0,0,0,0,0,early,0
novel_inputs,6,stateless,146,public-system-0,v1,0,0,0,0,0,early,0
novel_inputs,6,stateless,147,public-system-0,v1,0,0,0,0,0,early,0
novel_inputs,6,stateless,148,public-system-0,v1,0,0,0,0,0,early,0
novel_inputs,6,stateless,149,public-system-0,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,150,public-system-0,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,151,public-system-0,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,152,public-system-0,v1,0,0,0,0,0,early,0
novel_inputs,6,stateless,153,public-system-0,v1,0,0,0,0,0,early,0
novel_inputs,6,stateless,154,public-system-0,v1,0,0,0,0,0,early,0
novel_inputs,6,stateless,155,public-system-0,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,156,public-system-1,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,157,public-system-1,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,158,public-system-1,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,159,public-system-1,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,160,public-system-1,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,161,public-system-1,v1,0,0,0,0,0,early,0
novel_inputs,6,stateless,162,public-system-1,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,163,public-system-1,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,164,public-system-1,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,165,public-system-1,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,166,public-system-1,v1,0,0,0,0,0,early,0
novel_inputs,6,stateless,167,public-system-1,v1,0,0,0,0,0,early,0
novel_inputs,6,stateless,168,public-system-2,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,169,public-system-2,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,170,public-system-2,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,171,public-system-2,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,172,public-system-2,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,173,public-system-2,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,174,public-system-2,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,175,public-system-2,v1,0,0,1,0,0,early,0
novel_inputs,6,stateless,176,public-system-2,v1,0,0,1,0,0,early,0
novel_inputs,6,stateless,177,public-system-2,v1,0,0,1,0,0,early,0
novel_inputs,6,stateless,178,public-system-2,v1,0,0,1,0,0,early,0
novel_inputs,6,stateless,179,public-system-2,v1,0,0,1,0,0,early,0
novel_inputs,6,stateless,180,public-system-3,v1,0,0,0,0,0,early,0
novel_inputs,6,stateless,181,public-system-3,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,182,public-system-3,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,183,public-system-3,v1,0,0,0,0,0,early,0
novel_inputs,6,stateless,184,public-system-3,v1,0,0,0,0,0,early,0
novel_inputs,6,stateless,185,public-system-3,v1,0,0,0,0,0,early,0
novel_inputs,6,stateless,186,public-system-3,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,187,public-system-3,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,188,public-system-3,v1,0,0,0,0,0,early,0
novel_inputs,6,stateless,189,public-system-3,v1,0,0,0,0,0,early,0
novel_inputs,6,stateless,190,public-system-3,v1,0,0,0,0,0,early,0
novel_inputs,6,stateless,191,public-system-3,v1,1,0,0,0,0,early,0
novel_inputs,6,stateless,192,public-system-0,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,193,public-system-0,v1,3,0,1,0,0,late,0
novel_inputs,6,stateless,194,public-system-0,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,195,public-system-0,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,196,public-system-0,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,197,public-system-0,v1,3,0,1,0,0,late,0
novel_inputs,6,stateless,198,public-system-0,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,199,public-system-0,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,200,public-system-0,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,201,public-system-0,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,202,public-system-0,v1,3,0,1,0,0,late,0
novel_inputs,6,stateless,203,public-system-0,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,204,public-system-1,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,205,public-system-1,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,206,public-system-1,v1,4,0,1,0,0,late,0
novel_inputs,6,stateless,207,public-system-1,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,208,public-system-1,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,209,public-system-1,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,210,public-system-1,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,211,public-system-1,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,212,public-system-1,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,213,public-system-1,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,214,public-system-1,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,215,public-system-1,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,216,public-system-2,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,217,public-system-2,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,218,public-system-2,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,219,public-system-2,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,220,public-system-2,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,221,public-system-2,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,222,public-system-2,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,223,public-system-2,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,224,public-system-2,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,225,public-system-2,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,226,public-system-2,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,227,public-system-2,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,228,public-system-3,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,229,public-system-3,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,230,public-system-3,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,231,public-system-3,v1,6,0,1,0,0,late,0
novel_inputs,6,stateless,232,public-system-3,v1,6,0,1,0,0,late,0
novel_inputs,6,stateless,233,public-system-3,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,234,public-system-3,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,235,public-system-3,v1,6,0,1,0,0,late,0
novel_inputs,6,stateless,236,public-system-3,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,237,public-system-3,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,238,public-system-3,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,239,public-system-3,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,240,public-system-0,v1,3,0,1,0,0,late,0
novel_inputs,6,stateless,241,public-system-0,v1,3,0,1,0,0,late,0
novel_inputs,6,stateless,242,public-system-0,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,243,public-system-0,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,244,public-system-0,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,245,public-system-0,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,246,public-system-0,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,247,public-system-0,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,248,public-system-0,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,249,public-system-0,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,250,public-system-0,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,251,public-system-0,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,252,public-system-1,v1,4,0,1,0,0,late,0
novel_inputs,6,stateless,253,public-system-1,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,254,public-system-1,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,255,public-system-1,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,256,public-system-1,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,257,public-system-1,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,258,public-system-1,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,259,public-system-1,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,260,public-system-1,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,261,public-system-1,v1,4,0,1,0,0,late,0
novel_inputs,6,stateless,262,public-system-1,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,263,public-system-1,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,264,public-system-2,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,265,public-system-2,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,266,public-system-2,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,267,public-system-2,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,268,public-system-2,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,269,public-system-2,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,270,public-system-2,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,271,public-system-2,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,272,public-system-2,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,273,public-system-2,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,274,public-system-2,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,275,public-system-2,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,276,public-system-3,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,277,public-system-3,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,278,public-system-3,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,279,public-system-3,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,280,public-system-3,v1,6,0,1,0,0,late,0
novel_inputs,6,stateless,281,public-system-3,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,282,public-system-3,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,283,public-system-3,v1,6,0,1,0,0,late,0
novel_inputs,6,stateless,284,public-system-3,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,285,public-system-3,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,286,public-system-3,v1,6,0,1,0,0,late,0
novel_inputs,6,stateless,287,public-system-3,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,288,public-system-0,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,289,public-system-0,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,290,public-system-0,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,291,public-system-0,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,292,public-system-0,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,293,public-system-0,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,294,public-system-0,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,295,public-system-0,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,296,public-system-0,v1,3,0,1,0,0,late,0
novel_inputs,6,stateless,297,public-system-0,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,298,public-system-0,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,299,public-system-0,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,300,public-system-1,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,301,public-system-1,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,302,public-system-1,v1,4,0,1,0,0,late,0
novel_inputs,6,stateless,303,public-system-1,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,304,public-system-1,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,305,public-system-1,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,306,public-system-1,v1,4,0,1,0,0,late,0
novel_inputs,6,stateless,307,public-system-1,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,308,public-system-1,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,309,public-system-1,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,310,public-system-1,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,311,public-system-1,v1,4,0,1,0,0,late,0
novel_inputs,6,stateless,312,public-system-2,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,313,public-system-2,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,314,public-system-2,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,315,public-system-2,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,316,public-system-2,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,317,public-system-2,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,318,public-system-2,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,319,public-system-2,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,320,public-system-2,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,321,public-system-2,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,322,public-system-2,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,323,public-system-2,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,324,public-system-3,v1,6,0,1,0,0,late,0
novel_inputs,6,stateless,325,public-system-3,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,326,public-system-3,v1,6,0,1,0,0,late,0
novel_inputs,6,stateless,327,public-system-3,v1,6,0,1,0,0,late,0
novel_inputs,6,stateless,328,public-system-3,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,329,public-system-3,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,330,public-system-3,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,331,public-system-3,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,332,public-system-3,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,333,public-system-3,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,334,public-system-3,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,335,public-system-3,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,336,public-system-0,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,337,public-system-0,v1,3,0,1,0,0,late,0
novel_inputs,6,stateless,338,public-system-0,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,339,public-system-0,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,340,public-system-0,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,341,public-system-0,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,342,public-system-0,v1,3,0,1,0,0,late,0
novel_inputs,6,stateless,343,public-system-0,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,344,public-system-0,v1,3,0,1,0,0,late,0
novel_inputs,6,stateless,345,public-system-0,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,346,public-system-0,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,347,public-system-0,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,348,public-system-1,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,349,public-system-1,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,350,public-system-1,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,351,public-system-1,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,352,public-system-1,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,353,public-system-1,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,354,public-system-1,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,355,public-system-1,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,356,public-system-1,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,357,public-system-1,v1,4,0,1,0,0,late,0
novel_inputs,6,stateless,358,public-system-1,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,359,public-system-1,v1,4,0,1,0,0,late,0
novel_inputs,6,stateless,360,public-system-2,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,361,public-system-2,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,362,public-system-2,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,363,public-system-2,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,364,public-system-2,v1,6,0,0,0,0,late,0
novel_inputs,6,stateless,365,public-system-2,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,366,public-system-2,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,367,public-system-2,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,368,public-system-2,v1,4,0,0,0,0,late,0
novel_inputs,6,stateless,369,public-system-2,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,370,public-system-2,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,371,public-system-2,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,372,public-system-3,v1,6,0,1,0,0,late,0
novel_inputs,6,stateless,373,public-system-3,v1,6,0,1,0,0,late,0
novel_inputs,6,stateless,374,public-system-3,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,375,public-system-3,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,376,public-system-3,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,377,public-system-3,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,378,public-system-3,v1,5,0,0,0,0,late,0
novel_inputs,6,stateless,379,public-system-3,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,380,public-system-3,v1,3,0,0,0,0,late,0
novel_inputs,6,stateless,381,public-system-3,v1,6,0,1,0,0,late,0
novel_inputs,6,stateless,382,public-system-3,v1,2,0,0,0,0,late,0
novel_inputs,6,stateless,383,public-system-3,v1,6,0,1,0,0,late,0
novel_inputs,6,window_replay_24,0,public-system-0,v1,1,0,0,0,0,early,49
novel_inputs,6,window_replay_24,1,public-system-0,v1,1,1,0,0,0,early,42
novel_inputs,6,window_replay_24,2,public-system-0,v1,1,2,0,0,0,early,35
novel_inputs,6,window_replay_24,3,public-system-0,v1,0,0,0,0,0,early,28
novel_inputs,6,window_replay_24,4,public-system-0,v1,1,3,0,0,0,early,24
novel_inputs,6,window_replay_24,5,public-system-0,v1,1,4,1,0,0,early,18
novel_inputs,6,window_replay_24,6,public-system-0,v1,0,1,0,0,0,early,6
novel_inputs,6,window_replay_24,7,public-system-0,v1,1,4,1,1,0,early,5
novel_inputs,6,window_replay_24,8,public-system-0,v1,0,2,0,0,0,early,5
novel_inputs,6,window_replay_24,9,public-system-0,v1,0,3,0,0,0,early,4
novel_inputs,6,window_replay_24,10,public-system-0,v1,1,4,1,1,0,early,3
novel_inputs,6,window_replay_24,11,public-system-0,v1,0,4,0,0,0,early,3
novel_inputs,6,window_replay_24,12,public-system-1,v1,1,0,0,0,0,early,49
novel_inputs,6,window_replay_24,13,public-system-1,v1,1,1,0,0,0,early,42
novel_inputs,6,window_replay_24,14,public-system-1,v1,0,0,0,0,0,early,35
novel_inputs,6,window_replay_24,15,public-system-1,v1,1,2,0,0,0,early,30
novel_inputs,6,window_replay_24,16,public-system-1,v1,1,3,0,0,0,early,24
novel_inputs,6,window_replay_24,17,public-system-1,v1,1,4,1,0,0,early,18
novel_inputs,6,window_replay_24,18,public-system-1,v1,1,4,1,1,0,early,6
novel_inputs,6,window_replay_24,19,public-system-1,v1,0,1,0,0,0,early,6
novel_inputs,6,window_replay_24,20,public-system-1,v1,0,2,0,0,0,early,5
novel_inputs,6,window_replay_24,21,public-system-1,v1,1,4,1,1,0,early,4
novel_inputs,6,window_replay_24,22,public-system-1,v1,0,3,1,0,0,early,4
novel_inputs,6,window_replay_24,23,public-system-1,v1,0,3,1,1,0,early,1
novel_inputs,6,window_replay_24,24,public-system-2,v1,0,0,1,0,0,early,49
novel_inputs,6,window_replay_24,25,public-system-2,v1,1,0,0,0,0,early,7
novel_inputs,6,window_replay_24,26,public-system-2,v1,1,1,0,0,0,early,6
novel_inputs,6,window_replay_24,27,public-system-2,v1,0,0,1,1,0,early,5
novel_inputs,6,window_replay_24,28,public-system-2,v1,0,0,1,1,0,early,5
novel_inputs,6,window_replay_24,29,public-system-2,v1,1,2,0,0,0,early,5
novel_inputs,6,window_replay_24,30,public-system-2,v1,0,0,1,1,0,early,4
novel_inputs,6,window_replay_24,31,public-system-2,v1,1,3,1,0,0,early,4
novel_inputs,6,window_replay_24,32,public-system-2,v1,1,3,1,1,0,early,1
novel_inputs,6,window_replay_24,33,public-system-2,v1,1,3,1,1,0,early,1
novel_inputs,6,window_replay_24,34,public-system-2,v1,0,0,1,1,0,early,1
novel_inputs,6,window_replay_24,35,public-system-2,v1,0,0,1,1,0,early,1
novel_inputs,6,window_replay_24,36,public-system-3,v1,0,0,0,0,0,early,49
novel_inputs,6,window_replay_24,37,public-system-3,v1,0,1,1,0,0,early,42
novel_inputs,6,window_replay_24,38,public-system-3,v1,1,0,0,0,0,early,7
novel_inputs,6,window_replay_24,39,public-system-3,v1,1,1,0,0,0,early,6
novel_inputs,6,window_replay_24,40,public-system-3,v1,0,1,1,1,0,early,5
novel_inputs,6,window_replay_24,41,public-system-3,v1,1,2,1,0,0,early,5
novel_inputs,6,window_replay_24,42,public-system-3,v1,1,2,1,1,0,early,1
novel_inputs,6,window_replay_24,43,public-system-3,v1,0,1,1,1,0,early,1
novel_inputs,6,window_replay_24,44,public-system-3,v1,0,1,1,1,0,early,1
novel_inputs,6,window_replay_24,45,public-system-3,v1,0,1,1,1,0,early,1
novel_inputs,6,window_replay_24,46,public-system-3,v1,0,1,1,1,0,early,1
novel_inputs,6,window_replay_24,47,public-system-3,v1,0,1,1,1,0,early,1
novel_inputs,6,window_replay_24,48,public-system-0,v1,0,0,0,0,0,early,49
novel_inputs,6,window_replay_24,49,public-system-0,v1,0,1,0,0,0,early,42
novel_inputs,6,window_replay_24,50,public-system-0,v1,1,0,0,0,0,early,35
novel_inputs,6,window_replay_24,51,public-system-0,v1,1,1,0,0,0,early,30
novel_inputs,6,window_replay_24,52,public-system-0,v1,1,2,0,0,0,early,25
novel_inputs,6,window_replay_24,53,public-system-0,v1,1,3,0,0,0,early,20
novel_inputs,6,window_replay_24,54,public-system-0,v1,1,4,1,0,0,early,15
novel_inputs,6,window_replay_24,55,public-system-0,v1,1,4,1,1,0,early,5
novel_inputs,6,window_replay_24,56,public-system-0,v1,0,2,0,0,0,early,5
novel_inputs,6,window_replay_24,57,public-system-0,v1,1,4,1,1,0,early,4
novel_inputs,6,window_replay_24,58,public-system-0,v1,0,3,0,0,0,early,4
novel_inputs,6,window_replay_24,59,public-system-0,v1,0,4,0,0,0,early,3
novel_inputs,6,window_replay_24,60,public-system-1,v1,1,0,0,0,0,early,49
novel_inputs,6,window_replay_24,61,public-system-1,v1,1,1,0,0,0,early,42
novel_inputs,6,window_replay_24,62,public-system-1,v1,0,0,0,0,0,early,35
novel_inputs,6,window_replay_24,63,public-system-1,v1,1,2,0,0,0,early,30
novel_inputs,6,window_replay_24,64,public-system-1,v1,0,1,0,0,0,early,24
novel_inputs,6,window_replay_24,65,public-system-1,v1,0,2,0,0,0,early,20
novel_inputs,6,window_replay_24,66,public-system-1,v1,1,3,0,0,0,early,16
novel_inputs,6,window_replay_24,67,public-system-1,v1,1,4,1,0,0,early,12
novel_inputs,6,window_replay_24,68,public-system-1,v1,1,4,1,1,0,early,4
novel_inputs,6,window_replay_24,69,public-system-1,v1,0,3,1,0,0,early,4
novel_inputs,6,window_replay_24,70,public-system-1,v1,1,4,1,1,0,early,1
novel_inputs,6,window_replay_24,71,public-system-1,v1,1,4,1,1,0,early,1
novel_inputs,6,window_replay_24,72,public-system-2,v1,1,0,0,0,0,early,49
novel_inputs,6,window_replay_24,73,public-system-2,v1,1,1,0,0,0,early,42
novel_inputs,6,window_replay_24,74,public-system-2,v1,0,0,1,0,0,early,35
novel_inputs,6,window_replay_24,75,public-system-2,v1,0,0,1,1,0,early,5
novel_inputs,6,window_replay_24,76,public-system-2,v1,1,2,0,0,0,early,5
novel_inputs,6,window_replay_24,77,public-system-2,v1,1,3,1,0,0,early,4
novel_inputs,6,window_replay_24,78,public-system-2,v1,1,3,1,1,0,early,1
novel_inputs,6,window_replay_24,79,public-system-2,v1,0,0,1,1,0,early,1
novel_inputs,6,window_replay_24,80,public-system-2,v1,0,0,1,1,0,early,1
novel_inputs,6,window_replay_24,81,public-system-2,v1,0,0,1,1,0,early,1
novel_inputs,6,window_replay_24,82,public-system-2,v1,0,0,1,1,0,early,1
novel_inputs,6,window_replay_24,83,public-system-2,v1,1,3,1,1,0,early,1
novel_inputs,6,window_replay_24,84,public-system-3,v1,1,0,0,0,0,early,49
novel_inputs,6,window_replay_24,85,public-system-3,v1,0,0,0,0,0,early,42
novel_inputs,6,window_replay_24,86,public-system-3,v1,1,1,0,0,0,early,36
novel_inputs,6,window_replay_24,87,public-system-3,v1,1,2,1,0,0,early,30
novel_inputs,6,window_replay_24,88,public-system-3,v1,1,2,1,1,0,early,6
novel_inputs,6,window_replay_24,89,public-system-3,v1,1,2,1,1,0,early,6
novel_inputs,6,window_replay_24,90,public-system-3,v1,1,2,1,1,0,early,6
novel_inputs,6,window_replay_24,91,public-system-3,v1,1,2,1,1,0,early,6
novel_inputs,6,window_replay_24,92,public-system-3,v1,1,2,1,1,0,early,6
novel_inputs,6,window_replay_24,93,public-system-3,v1,1,2,1,1,0,early,6
novel_inputs,6,window_replay_24,94,public-system-3,v1,1,2,1,1,0,early,6
novel_inputs,6,window_replay_24,95,public-system-3,v1,1,2,1,1,0,early,6
novel_inputs,6,window_replay_24,96,public-system-0,v1,1,0,0,0,0,early,49
novel_inputs,6,window_replay_24,97,public-system-0,v1,0,0,0,0,0,early,42
novel_inputs,6,window_replay_24,98,public-system-0,v1,1,1,0,0,0,early,36
novel_inputs,6,window_replay_24,99,public-system-0,v1,1,2,0,0,0,early,30
novel_inputs,6,window_replay_24,100,public-system-0,v1,1,3,0,0,0,early,24
novel_inputs,6,window_replay_24,101,public-system-0,v1,1,4,1,0,0,early,18
novel_inputs,6,window_replay_24,102,public-system-0,v1,1,4,1,1,0,early,6
novel_inputs,6,window_replay_24,103,public-system-0,v1,1,4,1,1,0,early,6
novel_inputs,6,window_replay_24,104,public-system-0,v1,0,1,0,0,0,early,6
novel_inputs,6,window_replay_24,105,public-system-0,v1,1,4,1,1,0,early,5
novel_inputs,6,window_replay_24,106,public-system-0,v1,1,4,1,1,0,early,5
novel_inputs,6,window_replay_24,107,public-system-0,v1,1,4,1,1,0,early,5
novel_inputs,6,window_replay_24,108,public-system-1,v1,1,0,0,0,0,early,49
novel_inputs,6,window_replay_24,109,public-system-1,v1,1,1,0,0,0,early,42
novel_inputs,6,window_replay_24,110,public-system-1,v1,0,0,0,0,0,early,35
novel_inputs,6,window_replay_24,111,public-system-1,v1,1,2,0,0,0,early,30
novel_inputs,6,window_replay_24,112,public-system-1,v1,0,1,0,0,0,early,24
